,Pairs,source,target,Reaction
29104,C00083_C00011,C00083,C00011,R07251
29105,C00083_C00006,C00083,C00006,R07251
29106,C00083_C00021,C00083,C00021,R07251
29107,C00083_C00001,C00083,C00001,R07251
29108,C00005_C21108,C00005,C21108,R07251
29109,C00005_C00010,C00005,C00010,R07251
29110,C00005_C00011,C00005,C00011,R07251
29111,C00005_C00006,C00005,C00006,R07251
29112,C00005_C00021,C00005,C00021,R07251
29113,C00005_C00001,C00005,C00001,R07251
29114,C00080_C21108,C00080,C21108,R07251
29115,C00080_C00010,C00080,C00010,R07251
29116,C00080_C00011,C00080,C00011,R07251
29117,C00080_C00006,C00080,C00006,R07251
29118,C00080_C00021,C00080,C00021,R07251
29119,C00080_C00001,C00080,C00001,R07251
29120,C00019_C21108,C00019,C21108,R07251
29121,C00019_C00010,C00019,C00010,R07251
29122,C00019_C00011,C00019,C00011,R07251
29123,C00019_C00006,C00019,C00006,R07251
29124,C00019_C00021,C00019,C00021,R07251
29125,C00019_C00001,C00019,C00001,R07251
29126,C00229_C21108,C00229,C21108,R07251
29127,C00229_C00010,C00229,C00010,R07251
29128,C00229_C00011,C00229,C00011,R07251
29129,C00229_C00006,C00229,C00006,R07251
29130,C00229_C00021,C00229,C00021,R07251
29131,C00229_C00001,C00229,C00001,R07251
29132,C00024_C00010,C00024,C00010,R07252
29133,C00024_C15537,C00024,C15537,R07252
29134,C15538_C00010,C15538,C00010,R07252
29135,C15538_C15537,C15538,C15537,R07252
29136,C00024_C02657,C00024,C02657,R07253
29137,C00024_C00010,C00024,C00010,R07253
29138,C00024_C00011,C00024,C00011,R07253
29139,C00024_C00006,C00024,C00006,R07253
29140,C00024_C00001,C00024,C00001,R07253
29141,C00083_C02657,C00083,C02657,R07253
29142,C00083_C00010,C00083,C00010,R07253
29143,C00083_C00011,C00083,C00011,R07253
29144,C00083_C00006,C00083,C00006,R07253
29145,C00083_C00001,C00083,C00001,R07253
29146,C00005_C02657,C00005,C02657,R07253
29147,C00005_C00010,C00005,C00010,R07253
29148,C00005_C00011,C00005,C00011,R07253
29149,C00005_C00006,C00005,C00006,R07253
29150,C00005_C00001,C00005,C00001,R07253
29151,C00080_C02657,C00080,C02657,R07253
29152,C00080_C00010,C00080,C00010,R07253
29153,C00080_C00011,C00080,C00011,R07253
29154,C00080_C00006,C00080,C00006,R07253
29155,C00080_C00001,C00080,C00001,R07253
29156,C00083_C00010,C00083,C00010,R07255
29157,C00083_C15540,C00083,C15540,R07255
29158,C15539_C00010,C15539,C00010,R07255
29159,C15539_C15540,C15539,C15540,R07255
29160,C15541_C00454,C15541,C00454,R07256
29161,C15541_C00089,C15541,C00089,R07256
29162,C10906_C00454,C10906,C00454,R07256
29163,C10906_C00089,C10906,C00089,R07256
29164,C00096_C00035,C00096,C00035,R07257
29165,C00096_C15542,C00096,C15542,R07257
29166,C17556_C00035,C17556,C00035,R07257
29167,C17556_C15542,C17556,C15542,R07257
29168,C00043_C00015,C00043,C00015,R07258
29169,C00043_C04944,C00043,C04944,R07258
29170,C15543_C00015,C15543,C00015,R07258
29171,C15543_C04944,C15543,C04944,R07258
29172,C00043_C00015,C00043,C00015,R07259
29173,C00043_C15544,C00043,C15544,R07259
29174,C04942_C00015,C04942,C00015,R07259
29175,C04942_C15544,C04942,C15544,R07259
29176,C00029_C00015,C00029,C00015,R07260
29177,C00029_C15546,C00029,C15546,R07260
29178,C15545_C00015,C15545,C00015,R07260
29179,C15545_C15546,C15545,C15546,R07260
29180,C15541_C00454,C15541,C00454,R07261
29181,C15541_C00718,C15541,C00718,R07261
29182,C00718_C00454,C00718,C00454,R07261
29183,C00718_C00718,C00718,C00718,R07261
29184,C15547_C03657,C15547,C03657,R07262
29185,C15547_C00010,C15547,C00010,R07262
29186,C00001_C03657,C00001,C03657,R07262
29187,C00001_C00010,C00001,C00010,R07262
29188,C03160_C15547,C03160,C15547,R07263
29189,C03160_C00001,C03160,C00001,R07263
29190,C15548_C00031,C15548,C00031,R07264
29191,C15548_C00663,C15548,C00663,R07264
29192,C00009_C00031,C00009,C00031,R07264
29193,C00009_C00663,C00009,C00663,R07264
29194,C01083_C00267,C01083,C00267,R07265
29195,C01083_C00103,C01083,C00103,R07265
29196,C00009_C00267,C00009,C00267,R07265
29197,C00009_C00103,C00009,C00103,R07265
29198,C00029_C00015,C00029,C00015,R07266
29199,C00029_C15550,C00029,C15550,R07266
29200,C15549_C00015,C15549,C00015,R07266
29201,C15549_C15550,C15549,C15550,R07266
29202,C04146_C00013,C04146,C00013,R07267
29203,C04146_C04145,C04146,C04145,R07267
29204,C00129_C00013,C00129,C00013,R07267
29205,C00129_C04145,C00129,C04145,R07267
29206,C00002_C00536,C00002,C00536,R07268
29207,C00002_C06508,C00002,C06508,R07268
29208,C05774_C00536,C05774,C00536,R07268
29209,C05774_C06508,C05774,C06508,R07268
29210,C00080_C00536,C00080,C00536,R07268
29211,C00080_C06508,C00080,C06508,R07268
29212,C04509_C00013,C04509,C00013,R07269
29213,C04509_C04574,C04509,C04574,R07269
29214,C00129_C00013,C00129,C00013,R07269
29215,C00129_C04574,C00129,C04574,R07269
29216,C03427_C05413,C03427,C05413,R07270
29217,C03427_C00013,C03427,C00013,R07270
29218,C00235_C00013,C00235,C00013,R07271
29219,C00235_C15509,C00235,C15509,R07271
29220,C01263_C00013,C01263,C00013,R07271
29221,C01263_C15509,C01263,C15509,R07271
29222,C00235_C00013,C00235,C00013,R07272
29223,C00235_C15510,C00235,C15510,R07272
29224,C01263_C00013,C01263,C00013,R07272
29225,C01263_C15510,C01263,C15510,R07272
29226,C04145_C00013,C04145,C00013,R07273
29227,C04145_C03885,C04145,C03885,R07273
29228,C00156_C00013,C00156,C00013,R07273
29229,C00156_C03885,C00156,C03885,R07273
29230,C01005_C00097,C01005,C00097,R07274
29231,C01005_C00009,C01005,C00009,R07274
29232,C00283_C00097,C00283,C00097,R07274
29233,C00283_C00009,C00283,C00009,R07274
29234,C02896_C02903,C02896,C02903,R07275
29235,C02896_C00025,C02896,C00025,R07275
29236,C00026_C02903,C00026,C02903,R07275
29237,C00026_C00025,C00026,C00025,R07275
29238,C00826_C00254,C00826,C00254,R07276
29239,C00826_C00025,C00826,C00025,R07276
29240,C00026_C00254,C00026,C00254,R07276
29241,C00026_C00025,C00026,C00025,R07276
29242,C05324_C15486,C05324,C15486,R07277
29243,C05324_C00025,C05324,C00025,R07277
29244,C00026_C15486,C00026,C15486,R07277
29245,C00026_C00025,C00026,C00025,R07277
29246,C00286_C12347,C00286,C12347,R07278
29247,C00286_C11475,C00286,C11475,R07278
29248,C02270_C12347,C02270,C12347,R07278
29249,C02270_C11475,C02270,C11475,R07278
29250,C00002_C00008,C00002,C00008,R07279
29251,C00002_C04006,C00002,C04006,R07279
29252,C00137_C00008,C00137,C00008,R07279
29253,C00137_C04006,C00137,C04006,R07279
29254,C04454_C04732,C04454,C04732,R07280
29255,C04454_C00009,C04454,C00009,R07280
29256,C00001_C04732,C00001,C04732,R07280
29257,C00001_C00009,C00001,C00009,R07280
29258,C00199_C15556,C00199,C15556,R07281
29259,C00199_C00058,C00199,C00058,R07281
29260,C00046_C00046,C00046,C00046,R07282
29261,C00046_C00454,C00046,C00454,R07282
29262,C00009_C00046,C00009,C00046,R07282
29263,C00009_C00454,C00009,C00454,R07282
29264,C00066_C00066,C00066,C00066,R07285
29265,C00066_C00454,C00066,C00454,R07285
29266,C00009_C00066,C00009,C00066,R07285
29267,C00009_C00454,C00009,C00454,R07285
29268,C00053_C00054,C00053,C00054,R07287
29269,C00053_C11301,C00053,C11301,R07287
29270,C00053_C00080,C00053,C00080,R07287
29271,C15557_C00054,C15557,C00054,R07287
29272,C15557_C11301,C15557,C11301,R07287
29273,C15557_C00080,C15557,C00080,R07287
29274,C00053_C00054,C00053,C00054,R07288
29275,C00053_C15558,C00053,C15558,R07288
29276,C01490_C00054,C01490,C00054,R07288
29277,C01490_C15558,C01490,C15558,R07288
29278,C00053_C00054,C00053,C00054,R07289
29279,C00053_C15559,C00053,C15559,R07289
29280,C05466_C00054,C05466,C00054,R07289
29281,C05466_C15559,C05466,C15559,R07289
29282,C00798_C00058,C00798,C00058,R07290
29283,C00798_C00313,C00798,C00313,R07290
29284,C00209_C00058,C00209,C00058,R07290
29285,C00209_C00313,C00209,C00313,R07290
29286,C04230_C00670,C04230,C00670,R07291
29287,C04230_C00060,C04230,C00060,R07291
29288,C04230_C00080,C04230,C00080,R07291
29289,C00001_C00670,C00001,C00670,R07291
29290,C00001_C00060,C00001,C00060,R07291
29291,C00001_C00080,C00001,C00080,R07291
29292,C01885_C00116,C01885,C00116,R07293
29293,C01885_C00060,C01885,C00060,R07293
29294,C01885_C00080,C01885,C00080,R07293
29295,C00001_C00116,C00001,C00116,R07293
29296,C00001_C00060,C00001,C00060,R07293
29297,C00001_C00080,C00001,C00080,R07293
29298,C15524_C02137,C15524,C02137,R07294
29299,C15524_C00010,C15524,C00010,R07294
29300,C00001_C02137,C00001,C02137,R07294
29301,C00001_C00010,C00001,C00010,R07294
29302,C15560_C04483,C15560,C04483,R07295
29303,C15560_C01794,C15560,C01794,R07295
29304,C00695_C04483,C00695,C04483,R07295
29305,C00695_C01794,C00695,C01794,R07295
29306,C01794_C00695,C01794,C00695,R07296
29307,C01794_C00010,C01794,C00010,R07296
29308,C00001_C00695,C00001,C00695,R07296
29309,C00001_C00010,C00001,C00010,R07296
29310,C02520_C00911,C02520,C00911,R07297
29311,C02520_C00009,C02520,C00009,R07297
29312,C00001_C00911,C00001,C00911,R07297
29313,C00001_C00009,C00001,C00009,R07297
29314,C00623_C00116,C00623,C00116,R07298
29315,C00623_C00009,C00623,C00009,R07298
29316,C00001_C00116,C00001,C00116,R07298
29317,C00001_C00009,C00001,C00009,R07298
29318,C11554_C04549,C11554,C04549,R07299
29319,C11554_C00009,C11554,C00009,R07299
29320,C00001_C04549,C00001,C04549,R07299
29321,C00001_C00009,C00001,C00009,R07299
29322,C01029_C00033,C01029,C00033,R07300
29323,C01029_C00315,C01029,C00315,R07300
29324,C00001_C00033,C00001,C00033,R07300
29325,C00001_C00315,C00001,C00315,R07300
29326,C06746_C05332,C06746,C05332,R07301
29327,C06746_C00033,C06746,C00033,R07301
29328,C00001_C05332,C00001,C05332,R07301
29329,C00001_C00033,C00001,C00033,R07301
29330,C00002_C00008,C00002,C00008,R07302
29331,C00002_C00009,C00002,C00009,R07302
29332,C00002_C06508,C00002,C06508,R07302
29333,C06507_C00008,C06507,C00008,R07302
29334,C06507_C00009,C06507,C00009,R07302
29335,C06507_C06508,C06507,C06508,R07302
29336,C03194_C00008,C03194,C00008,R07302
29337,C03194_C00009,C03194,C00009,R07302
29338,C03194_C06508,C03194,C06508,R07302
29339,C15561_C00058,C15561,C00058,R07303
29340,C15561_C15562,C15561,C15562,R07303
29341,C00001_C00058,C00001,C00058,R07303
29342,C00001_C15562,C00001,C15562,R07303
29343,C00044_C15563,C00044,C15563,R07306
29344,C00044_C00009,C00044,C00009,R07306
29345,C00001_C15563,C00001,C15563,R07306
29346,C00001_C00009,C00001,C00009,R07306
29347,C00458_C00365,C00458,C00365,R07307
29348,C00458_C00013,C00458,C00013,R07307
29349,C00458_C00014,C00458,C00014,R07307
29350,C00001_C00365,C00001,C00365,R07307
29351,C00001_C00013,C00001,C00013,R07307
29352,C00001_C00014,C00001,C00014,R07307
29353,C15564_C15565,C15564,C15565,R07308
29354,C15564_C00462,C15564,C00462,R07308
29355,C00001_C15565,C00001,C15565,R07308
29356,C00001_C00462,C00001,C00462,R07308
29357,C02103_C15565,C02103,C15565,R07309
29358,C02103_C00462,C02103,C00462,R07309
29359,C00001_C15565,C00001,C15565,R07309
29360,C00001_C00462,C00001,C00462,R07309
29361,C15564_C02489,C15564,C02489,R07310
29362,C15564_C00462,C15564,C00462,R07310
29363,C00001_C02489,C00001,C02489,R07310
29364,C00001_C00462,C00001,C00462,R07310
29365,C06742_C02499,C06742,C02499,R07311
29366,C06742_C00094,C06742,C00094,R07311
29367,C00001_C02499,C00001,C02499,R07311
29368,C00001_C00094,C00001,C00094,R07311
29369,C00642_C01468,C00642,C01468,R07312
29370,C00642_C00011,C00642,C00011,R07312
29371,C15566_C05578,C15566,C05578,R07313
29372,C15566_C00011,C15566,C00011,R07313
29373,C00640_C05067,C00640,C05067,R07314
29374,C00640_C00001,C00640,C00001,R07314
29375,C01563_C00014,C01563,C00014,R07316
29376,C01563_C00011,C01563,C00011,R07316
29377,C15567_C10208,C15567,C10208,R07317
29378,C15567_C00001,C15567,C00001,R07317
29379,C15568_C15569,C15568,C15569,R07318
29380,C15568_C00001,C15568,C00001,R07318
29381,C00897_C01971,C00897,C01971,R07319
29382,C08614_C08585,C08614,C08585,R07320
29383,C08579_C08584,C08579,C08584,R07321
29384,C00751_C06310,C00751,C06310,R07322
29385,C00751_C06309,C00751,C06309,R07323
29386,C00001_C06309,C00001,C06309,R07323
29387,C00092_C04006,C00092,C04006,R07324
29388,C00069_C00071,C00069,C00071,R07326
29389,C00069_C00004,C00069,C00004,R07326
29390,C00069_C00080,C00069,C00080,R07326
29391,C00003_C00071,C00003,C00071,R07326
29392,C00003_C00004,C00003,C00004,R07326
29393,C00003_C00080,C00003,C00080,R07326
29394,C00069_C00071,C00069,C00071,R07328
29395,C00069_C00005,C00069,C00005,R07328
29396,C00069_C00080,C00069,C00080,R07328
29397,C00006_C00071,C00006,C00071,R07328
29398,C00006_C00005,C00006,C00005,R07328
29399,C00006_C00080,C00006,C00080,R07328
29400,C02099_C21417,C02099,C21417,R07329
29401,C02099_C00042,C02099,C00042,R07329
29402,C02099_C00011,C02099,C00011,R07329
29403,C00026_C21417,C00026,C21417,R07329
29404,C00026_C00042,C00026,C00042,R07329
29405,C00026_C00011,C00026,C00011,R07329
29406,C00007_C21417,C00007,C21417,R07329
29407,C00007_C00042,C00007,C00042,R07329
29408,C00007_C00011,C00007,C00011,R07329
29409,C00019_C00021,C00019,C00021,R07330
29410,C00019_C15572,C00019,C15572,R07330
29411,C15571_C00021,C15571,C00021,R07330
29412,C15571_C15572,C15571,C15572,R07330
29413,C00029_C00015,C00029,C00015,R07332
29414,C00029_C04074,C00029,C04074,R07332
29415,C00799_C00015,C00799,C00015,R07332
29416,C00799_C04074,C00799,C04074,R07332
29417,C00029_C00015,C00029,C00015,R07333
29418,C00029_C04007,C00029,C04007,R07333
29419,C00766_C00015,C00766,C00015,R07333
29420,C00766_C04007,C00766,C04007,R07333
29421,C15573_C00015,C15573,C00015,R07334
29422,C15573_C15574,C15573,C15574,R07334
29423,C00043_C00015,C00043,C00015,R07334
29424,C00043_C15574,C00043,C15574,R07334
29425,C00167_C00015,C00167,C00015,R07335
29426,C00167_C15576,C00167,C15576,R07335
29427,C15575_C00015,C15575,C00015,R07335
29428,C15575_C15576,C15575,C15576,R07335
29429,C00167_C00015,C00167,C00015,R07336
29430,C00167_C15578,C00167,C15578,R07336
29431,C15577_C00015,C15577,C00015,R07336
29432,C15577_C15578,C15577,C15578,R07336
29433,C02199_C00015,C02199,C00015,R07337
29434,C02199_C15579,C02199,C15579,R07337
29435,C04007_C00015,C04007,C00015,R07337
29436,C04007_C15579,C04007,C15579,R07337
29437,C00029_C00015,C00029,C00015,R07338
29438,C00029_C15580,C00029,C15580,R07338
29439,C01495_C00015,C01495,C00015,R07338
29440,C01495_C15580,C01495,C15580,R07338
29441,C00029_C00015,C00029,C00015,R07339
29442,C00029_C15581,C00029,C15581,R07339
29443,C03946_C00015,C03946,C00015,R07339
29444,C03946_C15581,C03946,C15581,R07339
29445,C00029_C00015,C00029,C00015,R07340
29446,C00029_C15582,C00029,C15582,R07340
29447,C15581_C00015,C15581,C00015,R07340
29448,C15581_C15582,C15581,C15582,R07340
29449,C00215_C00801,C00215,C00801,R07341
29450,C00215_C00676,C00215,C00676,R07341
29451,C02269_C00801,C02269,C00801,R07341
29452,C02269_C00676,C02269,C00676,R07341
29453,C15583_C15584,C15583,C15584,R07342
29454,C15583_C00033,C15583,C00033,R07342
29455,C00001_C15584,C00001,C15584,R07342
29456,C00001_C00033,C00001,C00033,R07342
29457,C15589_C00766,C15589,C00766,R07344
29458,C10101_C15591,C10101,C15591,R07345
29459,C10101_C00003,C10101,C00003,R07345
29460,C00004_C15591,C00004,C15591,R07345
29461,C00004_C00003,C00004,C00003,R07345
29462,C00080_C15591,C00080,C15591,R07345
29463,C00080_C00003,C00080,C00003,R07345
29464,C00794_C00247,C00794,C00247,R07346
29465,C00794_C00005,C00794,C00005,R07346
29466,C00794_C00080,C00794,C00080,R07346
29467,C00006_C00247,C00006,C00247,R07346
29468,C00006_C00005,C00006,C00005,R07346
29469,C00006_C00080,C00006,C00080,R07346
29470,C15598_C21381,C15598,C21381,R07351
29471,C15598_C00004,C15598,C00004,R07351
29472,C15598_C00080,C15598,C00080,R07351
29473,C00003_C21381,C00003,C21381,R07351
29474,C00003_C00004,C00003,C00004,R07351
29475,C00003_C00080,C00003,C00080,R07351
29476,C15598_C21381,C15598,C21381,R07352
29477,C15598_C00005,C15598,C00005,R07352
29478,C15598_C00080,C15598,C00080,R07352
29479,C00006_C21381,C00006,C21381,R07352
29480,C00006_C00005,C00006,C00005,R07352
29481,C00006_C00080,C00006,C00080,R07352
29482,C15599_C00113,C15599,C00113,R07353
29483,C15599_C00027,C15599,C00027,R07353
29484,C15599_C00001,C15599,C00001,R07353
29485,C00007_C00113,C00007,C00113,R07353
29486,C00007_C00027,C00007,C00027,R07353
29487,C00007_C00001,C00007,C00001,R07353
29488,C05650_C05649,C05650,C05649,R07354
29489,C05650_C00004,C05650,C00004,R07354
29490,C05650_C00080,C05650,C00080,R07354
29491,C00003_C05649,C00003,C05649,R07354
29492,C00003_C00004,C00003,C00004,R07354
29493,C00003_C00080,C00003,C00080,R07354
29494,C05650_C05649,C05650,C05649,R07355
29495,C05650_C00005,C05650,C00005,R07355
29496,C05650_C00080,C05650,C00080,R07355
29497,C00006_C05649,C00006,C05649,R07355
29498,C00006_C00005,C00006,C00005,R07355
29499,C00006_C00080,C00006,C00080,R07355
29500,C00004_C00003,C00004,C00003,R07358
29501,C00004_C15603,C00004,C15603,R07358
29502,C00080_C00003,C00080,C00003,R07358
29503,C00080_C15603,C00080,C15603,R07358
29504,C15602_C00003,C15602,C00003,R07358
29505,C15602_C15603,C15602,C15603,R07358
29506,C00005_C00006,C00005,C00006,R07359
29507,C00005_C15603,C00005,C15603,R07359
29508,C00080_C00006,C00080,C00006,R07359
29509,C00080_C15603,C00080,C15603,R07359
29510,C15602_C00006,C15602,C00006,R07359
29511,C15602_C15603,C15602,C15603,R07359
29512,C06751_C15604,C06751,C15604,R07360
29513,C06751_C00097,C06751,C00097,R07360
29514,C06751_C00027,C06751,C00027,R07360
29515,C00007_C15604,C00007,C15604,R07360
29516,C00007_C00097,C00007,C00097,R07360
29517,C00007_C00027,C00007,C00027,R07360
29518,C00001_C15604,C00001,C15604,R07360
29519,C00001_C00097,C00001,C00097,R07360
29520,C00001_C00027,C00001,C00027,R07360
29521,C15497_C03150,C15497,C03150,R07361
29522,C15497_C15603,C15497,C15603,R07361
29523,C15602_C03150,C15602,C03150,R07361
29524,C15602_C15603,C15602,C15603,R07361
29525,C00080_C03150,C00080,C03150,R07361
29526,C00080_C15603,C00080,C15603,R07361
29527,C00525_C15605,C00525,C15605,R07362
29528,C00007_C15605,C00007,C15605,R07362
29529,C15606_C08276,C15606,C08276,R07363
29530,C15606_C00058,C15606,C00058,R07363
29531,C15606_C00237,C15606,C00237,R07363
29532,C00007_C08276,C00007,C08276,R07363
29533,C00007_C00058,C00007,C00058,R07363
29534,C00007_C00237,C00007,C00237,R07363
29535,C15606_C01180,C15606,C01180,R07364
29536,C15606_C00058,C15606,C00058,R07364
29537,C00007_C01180,C00007,C01180,R07364
29538,C00007_C00058,C00007,C00058,R07364
29539,C00087_C00283,C00087,C00283,R07365
29540,C00087_C00094,C00087,C00094,R07365
29541,C00001_C00283,C00001,C00283,R07365
29542,C00001_C00094,C00001,C00094,R07365
29543,C00007_C00283,C00007,C00283,R07365
29544,C00007_C00094,C00007,C00094,R07365
29545,C05906_C12316,C05906,C12316,R07366
29546,C05906_C00042,C05906,C00042,R07366
29547,C05906_C00011,C05906,C00011,R07366
29548,C05906_C00001,C05906,C00001,R07366
29549,C00026_C12316,C00026,C12316,R07366
29550,C00026_C00042,C00026,C00042,R07366
29551,C00026_C00011,C00026,C00011,R07366
29552,C00026_C00001,C00026,C00001,R07366
29553,C00007_C12316,C00007,C12316,R07366
29554,C00007_C00042,C00007,C00042,R07366
29555,C00007_C00011,C00007,C00011,R07366
29556,C00007_C00001,C00007,C00001,R07366
29557,C00766_C15608,C00766,C15608,R07367
29558,C00766_C00042,C00766,C00042,R07367
29559,C00766_C00011,C00766,C00011,R07367
29560,C00766_C00001,C00766,C00001,R07367
29561,C00026_C15608,C00026,C15608,R07367
29562,C00026_C00042,C00026,C00042,R07367
29563,C00026_C00011,C00026,C00011,R07367
29564,C00026_C00001,C00026,C00001,R07367
29565,C00007_C15608,C00007,C15608,R07367
29566,C00007_C00042,C00007,C00042,R07367
29567,C00007_C00011,C00007,C00011,R07367
29568,C00007_C00001,C00007,C00001,R07367
29569,C15570_C01495,C15570,C01495,R07368
29570,C15570_C00042,C15570,C00042,R07368
29571,C15570_C00011,C15570,C00011,R07368
29572,C15570_C00001,C15570,C00001,R07368
29573,C00026_C01495,C00026,C01495,R07368
29574,C00026_C00042,C00026,C00042,R07368
29575,C00026_C00011,C00026,C00011,R07368
29576,C00026_C00001,C00026,C00001,R07368
29577,C00007_C01495,C00007,C01495,R07368
29578,C00007_C00042,C00007,C00042,R07368
29579,C00007_C00011,C00007,C00011,R07368
29580,C00007_C00001,C00007,C00001,R07368
29581,C00766_C15204,C00766,C15204,R07369
29582,C00766_C03161,C00766,C03161,R07369
29583,C00766_C00001,C00766,C00001,R07369
29584,C03024_C15204,C03024,C15204,R07369
29585,C03024_C03161,C03024,C03161,R07369
29586,C03024_C00001,C03024,C00001,R07369
29587,C00007_C15204,C00007,C15204,R07369
29588,C00007_C03161,C00007,C03161,R07369
29589,C00007_C00001,C00007,C00001,R07369
29590,C15204_C15609,C15204,C15609,R07370
29591,C15204_C03161,C15204,C03161,R07370
29592,C15204_C00001,C15204,C00001,R07370
29593,C03024_C15609,C03024,C15609,R07370
