,Pairs,source,target,Reaction,RPAIR_main
32496,C16391_C16392,C16391,C16392,R08014,1
32497,C00006_C16391,C16391,C00006,R08014,2
32498,C00001_C16391,C16391,C00001,R08014,0
32499,C00005_C16392,C00005,C16392,R08014,2
32500,C00005_C00006,C00005,C00006,R08014,1
32501,C00001_C00005,C00005,C00001,R08014,2
32502,C00080_C16392,C00080,C16392,R08014,2
32503,C00006_C00080,C00080,C00006,R08014,2
32504,C00001_C00080,C00080,C00001,R08014,2
32505,C16392_C16402,C16392,C16402,R08015,2
32506,C00006_C16392,C16392,C00006,R08015,2
32507,C00001_C16392,C16392,C00001,R08015,0
32508,C00005_C16402,C00005,C16402,R08015,2
32509,C00005_C00006,C00005,C00006,R08015,1
32510,C00001_C00005,C00005,C00001,R08015,2
32511,C00080_C16402,C00080,C16402,R08015,2
32512,C00006_C00080,C00080,C00006,R08015,2
32513,C00001_C00080,C00080,C00001,R08015,2
32514,C16402_C16403,C16402,C16403,R08016,1
32515,C00006_C16402,C16402,C00006,R08016,2
32516,C00001_C16402,C16402,C00001,R08016,0
32517,C00005_C16403,C00005,C16403,R08016,2
32518,C00005_C00006,C00005,C00006,R08016,1
32519,C00001_C00005,C00005,C00001,R08016,2
32520,C00080_C16403,C00080,C16403,R08016,2
32521,C00006_C00080,C00080,C00006,R08016,2
32522,C00001_C00080,C00080,C00001,R08016,2
32523,C16391_C16392,C16391,C16392,R08017,1
32524,C00003_C16391,C16391,C00003,R08017,2
32525,C00001_C16391,C16391,C00001,R08017,0
32526,C00004_C16392,C00004,C16392,R08017,2
32527,C00003_C00004,C00004,C00003,R08017,1
32528,C00001_C00004,C00004,C00001,R08017,2
32529,C00080_C16392,C00080,C16392,R08017,2
32530,C00003_C00080,C00080,C00003,R08017,2
32531,C00001_C00080,C00080,C00001,R08017,2
32532,C16392_C16394,C16392,C16394,R08018,1
32533,C00003_C16392,C16392,C00003,R08018,2
32534,C00001_C16392,C16392,C00001,R08018,0
32535,C00004_C16394,C00004,C16394,R08018,2
32536,C00003_C00004,C00004,C00003,R08018,1
32537,C00001_C00004,C00004,C00001,R08018,2
32538,C00080_C16394,C00080,C16394,R08018,2
32539,C00003_C00080,C00080,C00003,R08018,2
32540,C00001_C00080,C00080,C00001,R08018,2
32541,C16392_C16394,C16392,C16394,R08019,1
32542,C00006_C16392,C16392,C00006,R08019,2
32543,C00001_C16392,C16392,C00001,R08019,0
32544,C00005_C16394,C00005,C16394,R08019,2
32545,C00005_C00006,C00005,C00006,R08019,1
32546,C00001_C00005,C00005,C00001,R08019,2
32547,C00080_C16394,C00080,C16394,R08019,2
32548,C00006_C00080,C00080,C00006,R08019,2
32549,C00001_C00080,C00080,C00001,R08019,2
32550,C16392_C16413,C16392,C16413,R08020,2
32551,C00001_C16392,C16392,C00001,R08020,0
32552,C00007_C16413,C00007,C16413,R08020,2
32553,C00001_C00007,C00007,C00001,R08020,0
32554,C00015_C00029,C00029,C00015,R08021,1
32555,C00029_C16422,C00029,C16422,R08021,0
32556,C00015_C01709,C01709,C00015,R08021,2
32557,C01709_C16422,C01709,C16422,R08021,1
32558,C09806_C16422,C16422,C09806,R08022,1
32559,C00015_C16422,C16422,C00015,R08022,2
32560,C02199_C09806,C02199,C09806,R08022,0
32561,C00015_C02199,C02199,C00015,R08022,1
32562,C00811_C16423,C00811,C16423,R08023,2
32563,C09789_C16423,C16423,C09789,R08024,1
32564,C00509_C01709,C00509,C01709,R08026,2
32565,C16396_C16400,C16396,C16400,R08027,1
32566,C09826_C16418,C09826,C16418,R08028,1
32567,C09827_C16419,C09827,C16419,R08029,1
32568,C16397_C16400,C16397,C16400,R08030,1
32569,C15525_C16405,C15525,C16405,R08031,1
32570,C01378_C09751,C09751,C01378,R08032,1
32571,C03161_C09751,C09751,C03161,R08032,2
32572,C00001_C09751,C09751,C00001,R08032,2
32573,C01378_C03024,C03024,C01378,R08032,2
32574,C03024_C03161,C03024,C03161,R08032,2
32575,C00001_C03024,C03024,C00001,R08032,2
32576,C00007_C01378,C00007,C01378,R08032,0
32577,C00007_C03161,C00007,C03161,R08032,2
32578,C00001_C00007,C00007,C00001,R08032,0
32579,C16395_C16398,C16395,C16398,R08033,2
32580,C16396_C16399,C16396,C16399,R08034,1
32581,C16399_C16400,C16399,C16400,R08035,1
32582,C16396_C16420,C16396,C16420,R08036,1
32583,C00010_C16396,C16396,C00010,R08036,2
32584,C00024_C16420,C00024,C16420,R08036,0
32585,C00010_C00024,C00024,C00010,R08036,1
32586,C16392_C16412,C16392,C16412,R08037,2
32587,C00001_C16392,C16392,C00001,R08037,0
32588,C16393_C16412,C16393,C16412,R08037,2
32589,C00001_C16393,C16393,C00001,R08037,0
32590,C00007_C16412,C00007,C16412,R08037,2
32591,C00001_C00007,C00007,C00001,R08037,0
32592,C16393_C16411,C16393,C16411,R08038,2
32593,C00001_C16393,C16393,C00001,R08038,0
32594,C00007_C16411,C00007,C16411,R08038,2
32595,C00001_C00007,C00007,C00001,R08038,0
32596,C16400_C16401,C16400,C16401,R08040,2
32597,C01468_C16401,C16401,C01468,R08041,2
32598,C16391_C16393,C16391,C16393,R08042,1
32599,C00003_C16391,C16391,C00003,R08042,2
32600,C00001_C16391,C16391,C00001,R08042,0
32601,C00004_C16393,C00004,C16393,R08042,2
32602,C00003_C00004,C00004,C00003,R08042,1
32603,C00001_C00004,C00004,C00001,R08042,2
32604,C00080_C16393,C00080,C16393,R08042,2
32605,C00003_C00080,C00080,C00003,R08042,2
32606,C00001_C00080,C00080,C00001,R08042,2
32607,C16393_C16395,C16393,C16395,R08043,1
32608,C00003_C16393,C16393,C00003,R08043,2
32609,C00001_C16393,C16393,C00001,R08043,0
32610,C00004_C16395,C00004,C16395,R08043,2
32611,C00003_C00004,C00004,C00003,R08043,1
32612,C00001_C00004,C00004,C00001,R08043,2
32613,C00080_C16395,C00080,C16395,R08043,2
32614,C00003_C00080,C00080,C00003,R08043,2
32615,C00001_C00080,C00080,C00001,R08043,2
32616,C16395_C16397,C16395,C16397,R08044,1
32617,C00003_C16395,C16395,C00003,R08044,2
32618,C00001_C16395,C16395,C00001,R08044,0
32619,C00004_C16397,C00004,C16397,R08044,2
32620,C00003_C00004,C00004,C00003,R08044,1
32621,C00001_C00004,C00004,C00001,R08044,2
32622,C00080_C16397,C00080,C16397,R08044,2
32623,C00003_C00080,C00080,C00003,R08044,2
32624,C00001_C00080,C00080,C00001,R08044,2
32625,C16395_C16396,C16395,C16396,R08045,1
32626,C00003_C16395,C16395,C00003,R08045,2
32627,C00001_C16395,C16395,C00001,R08045,0
32628,C00004_C16396,C00004,C16396,R08045,2
32629,C00003_C00004,C00004,C00003,R08045,1
32630,C00001_C00004,C00004,C00001,R08045,2
32631,C00080_C16396,C00080,C16396,R08045,2
32632,C00003_C00080,C00080,C00003,R08045,2
32633,C00001_C00080,C00080,C00001,R08045,2
32634,C16394_C16396,C16394,C16396,R08046,1
32635,C00003_C16394,C16394,C00003,R08046,2
32636,C00001_C16394,C16394,C00001,R08046,0
32637,C00004_C16396,C00004,C16396,R08046,2
32638,C00003_C00004,C00004,C00003,R08046,1
32639,C00001_C00004,C00004,C00001,R08046,2
32640,C00080_C16396,C00080,C16396,R08046,2
32641,C00003_C00080,C00080,C00003,R08046,2
32642,C00001_C00080,C00080,C00001,R08046,2
32643,C16394_C16403,C16394,C16403,R08047,1
32644,C00003_C16394,C16394,C00003,R08047,2
32645,C00001_C16394,C16394,C00001,R08047,0
32646,C00004_C16403,C00004,C16403,R08047,2
32647,C00003_C00004,C00004,C00003,R08047,1
32648,C00001_C00004,C00004,C00001,R08047,2
32649,C00080_C16403,C00080,C16403,R08047,2
32650,C00003_C00080,C00080,C00003,R08047,2
32651,C00001_C00080,C00080,C00001,R08047,2
32652,C16402_C16414,C16402,C16414,R08048,1
32653,C16396_C16403,C16403,C16396,R08049,1
32654,C06231_C16432,C06231,C16432,R08050,2
32655,C00042_C06231,C06231,C00042,R08050,2
32656,C00011_C06231,C06231,C00011,R08050,2
32657,C00026_C16432,C00026,C16432,R08050,2
32658,C00026_C00042,C00026,C00042,R08050,0
32659,C00011_C00026,C00026,C00011,R08050,0
32660,C00007_C16432,C00007,C16432,R08050,2
32661,C00007_C00042,C00007,C00042,R08050,0
32662,C00007_C00011,C00007,C00011,R08050,0
32663,C00235_C16424,C00235,C16424,R08051,2
32664,C00013_C00235,C00235,C00013,R08051,0
32665,C00002_C16424,C00002,C16424,R08051,2
32666,C00002_C00013,C00002,C00013,R08051,0
32667,C00235_C16426,C00235,C16426,R08052,2
32668,C00013_C00235,C00235,C00013,R08052,0
32669,C00008_C16426,C00008,C16426,R08052,2
32670,C00008_C00013,C00008,C00013,R08052,2
32671,C16424_C16428,C16424,C16428,R08053,1
32672,C03161_C16424,C16424,C03161,R08053,2
32673,C00001_C16424,C16424,C00001,R08053,2
32674,C03024_C16428,C03024,C16428,R08053,2
32675,C03024_C03161,C03024,C03161,R08053,2
32676,C00001_C03024,C03024,C00001,R08053,2
32677,C00007_C16428,C00007,C16428,R08053,0
32678,C00007_C03161,C00007,C03161,R08053,2
32679,C00001_C00007,C00007,C00001,R08053,0
32680,C16426_C16429,C16426,C16429,R08054,1
32681,C03161_C16426,C16426,C03161,R08054,2
32682,C00001_C16426,C16426,C00001,R08054,2
32683,C03024_C16429,C03024,C16429,R08054,2
32684,C03024_C03161,C03024,C03161,R08054,2
32685,C00001_C03024,C03024,C00001,R08054,2
32686,C00007_C16429,C00007,C16429,R08054,0
32687,C00007_C03161,C00007,C03161,R08054,2
32688,C00001_C00007,C00007,C00001,R08054,0
32689,C04713_C16430,C04713,C16430,R08055,1
32690,C03161_C04713,C04713,C03161,R08055,2
32691,C00001_C04713,C04713,C00001,R08055,0
32692,C03024_C16430,C03024,C16430,R08055,2
32693,C03024_C03161,C03024,C03161,R08055,2
32694,C00001_C03024,C03024,C00001,R08055,2
32695,C00007_C16430,C00007,C16430,R08055,0
32696,C00007_C03161,C00007,C03161,R08055,2
32697,C00001_C00007,C00007,C00001,R08055,0
32698,C00818_C03921,C00818,C03921,R08056,2
32699,C00001_C00818,C00818,C00001,R08056,0
32700,C00044_C16463,C00044,C16463,R08057,2
32701,C00013_C00044,C00044,C00013,R08057,0
32702,C01217_C04377,C01217,C04377,R08058,1
32703,C00001_C01217,C01217,C00001,R08058,2
32704,C00067_C04377,C00067,C04377,R08058,2
32705,C00001_C00067,C00067,C00001,R08058,0
32706,C04330_C04377,C04377,C04330,R08059,1
32707,C00005_C04377,C04377,C00005,R08059,2
32708,C00006_C04330,C00006,C04330,R08059,2
32709,C00005_C00006,C00006,C00005,R08059,1
32710,C00058_C01001,C01001,C00058,R08060,1
32711,C00862_C01001,C01001,C00862,R08060,1
32712,C00001_C00058,C00001,C00058,R08060,0
32713,C00001_C00862,C00001,C00862,R08060,2
32714,C16424_C16426,C16424,C16426,R08061,1
32715,C00009_C16424,C16424,C00009,R08061,0
32716,C00001_C16426,C00001,C16426,R08061,2
32717,C00001_C00009,C00001,C00009,R08061,0
32718,C04713_C16426,C16426,C04713,R08062,1
32719,C00009_C16426,C16426,C00009,R08062,0
32720,C00001_C04713,C00001,C04713,R08062,0
32721,C00001_C00009,C00001,C00009,R08062,0
32722,C16428_C16429,C16428,C16429,R08063,1
32723,C00009_C16428,C16428,C00009,R08063,0
32724,C00001_C16429,C00001,C16429,R08063,2
32725,C00001_C00009,C00001,C00009,R08063,0
32726,C16429_C16430,C16429,C16430,R08064,1
32727,C00009_C16429,C16429,C00009,R08064,0
32728,C00001_C16430,C00001,C16430,R08064,2
32729,C00001_C00009,C00001,C00009,R08064,0
32730,C16430_C16445,C16430,C16445,R08065,1
32731,C16427_C16431,C16427,C16431,R08066,1
32732,C03161_C16427,C16427,C03161,R08066,2
32733,C00001_C16427,C16427,C00001,R08066,2
32734,C03024_C16431,C03024,C16431,R08066,2
32735,C03024_C03161,C03024,C03161,R08066,2
32736,C00001_C03024,C03024,C00001,R08066,2
32737,C00007_C16431,C00007,C16431,R08066,0
32738,C00007_C03161,C00007,C03161,R08066,2
32739,C00001_C00007,C00007,C00001,R08066,0
32740,C16431_C16447,C16431,C16447,R08067,1
32741,C00371_C04083,C04083,C00371,R08068,1
32742,C03161_C04083,C04083,C03161,R08068,2
32743,C00001_C04083,C04083,C00001,R08068,2
32744,C00371_C03024,C03024,C00371,R08068,2
32745,C03024_C03161,C03024,C03161,R08068,2
32746,C00001_C03024,C03024,C00001,R08068,2
32747,C00007_C00371,C00007,C00371,R08068,0
32748,C00007_C03161,C00007,C03161,R08068,2
32749,C00001_C00007,C00007,C00001,R08068,0
32750,C04713_C16427,C04713,C16427,R08069,1
32751,C00009_C04713,C04713,C00009,R08069,0
32752,C00001_C16427,C00001,C16427,R08069,2
32753,C00001_C00009,C00001,C00009,R08069,0
32754,C16430_C16431,C16430,C16431,R08070,1
32755,C00009_C16430,C16430,C00009,R08070,0
32756,C00001_C16431,C00001,C16431,R08070,2
32757,C00001_C00009,C00001,C00009,R08070,0
32758,C16445_C16447,C16445,C16447,R08071,1
32759,C00009_C16445,C16445,C00009,R08071,0
32760,C00001_C16447,C00001,C16447,R08071,2
32761,C00001_C00009,C00001,C00009,R08071,0
32762,C04083_C16427,C16427,C04083,R08072,1
32763,C00121_C16427,C16427,C00121,R08072,1
32764,C00001_C04083,C00001,C04083,R08072,2
32765,C00001_C00121,C00001,C00121,R08072,0
32766,C00371_C16431,C16431,C00371,R08073,1
32767,C00121_C16431,C16431,C00121,R08073,1
32768,C00001_C00371,C00001,C00371,R08073,2
32769,C00001_C00121,C00001,C00121,R08073,0
32770,C02029_C16447,C16447,C02029,R08074,1
32771,C00121_C16447,C16447,C00121,R08074,1
32772,C00001_C02029,C00001,C02029,R08074,2
32773,C00001_C00121,C00001,C00121,R08074,0
32774,C00371_C16443,C00371,C16443,R08075,1
32775,C00015_C00371,C00371,C00015,R08075,2
32776,C00029_C16443,C00029,C16443,R08075,0
32777,C00015_C00029,C00029,C00015,R08075,1
32778,C02029_C16448,C02029,C16448,R08076,1
32779,C00015_C02029,C02029,C00015,R08076,2
32780,C00029_C16448,C00029,C16448,R08076,0
32781,C00015_C00029,C00029,C00015,R08076,1
32782,C04432_C16467,C04432,C16467,R08077,2
32783,C16441_C16467,C16467,C16441,R08078,2
32784,C16441_C16449,C16441,C16449,R08079,2
32785,C00009_C16441,C16441,C00009,R08079,2
32786,C00001_C16449,C00001,C16449,R08079,2
32787,C00001_C00009,C00001,C00009,R08079,0
32788,C15545_C16449,C16449,C15545,R08080,2
32789,C00121_C16449,C16449,C00121,R08080,2
32790,C00001_C15545,C00001,C15545,R08080,2
32791,C00001_C00121,C00001,C00121,R08080,0
32792,C09827_C10028,C09827,C10028,R08081,2
32793,C00042_C09827,C09827,C00042,R08081,2
32794,C00011_C09827,C09827,C00011,R08081,2
32795,C00001_C09827,C09827,C00001,R08081,2
32796,C00026_C10028,C00026,C10028,R08081,2
32797,C00026_C00042,C00026,C00042,R08081,0
32798,C00011_C00026,C00026,C00011,R08081,0
32799,C00001_C00026,C00026,C00001,R08081,0
32800,C00007_C10028,C00007,C10028,R08081,2
32801,C00007_C00042,C00007,C00042,R08081,0
32802,C00007_C00011,C00007,C00011,R08081,0
32803,C00001_C00007,C00007,C00001,R08081,0
32804,C09826_C10044,C09826,C10044,R08082,2
32805,C00042_C09826,C09826,C00042,R08082,2
32806,C00011_C09826,C09826,C00011,R08082,2
32807,C00001_C09826,C09826,C00001,R08082,2
32808,C00026_C10044,C00026,C10044,R08082,2
32809,C00026_C00042,C00026,C00042,R08082,0
32810,C00011_C00026,C00026,C00011,R08082,0
32811,C00001_C00026,C00026,C00001,R08082,0
32812,C00007_C10044,C00007,C10044,R08082,2
32813,C00007_C00042,C00007,C00042,R08082,0
32814,C00007_C00011,C00007,C00011,R08082,0
32815,C00001_C00007,C00007,C00001,R08082,0
32816,C09847_C09871,C09871,C09847,R08083,2
32817,C00005_C09871,C09871,C00005,R08083,2
32818,C00080_C09871,C09871,C00080,R08083,2
32819,C00006_C09847,C00006,C09847,R08083,2
32820,C00005_C00006,C00006,C00005,R08083,1
32821,C00006_C00080,C00006,C00080,R08083,2
32822,C09848_C09849,C09849,C09848,R08084,1
32823,C00005_C09849,C09849,C00005,R08084,2
32824,C00080_C09849,C09849,C00080,R08084,2
32825,C00006_C09848,C00006,C09848,R08084,2
32826,C00005_C00006,C00006,C00005,R08084,1
32827,C00006_C00080,C00006,C00080,R08084,2
32828,C11384_C11386,C11386,C11384,R08085,2
32829,C00005_C11386,C11386,C00005,R08085,2
32830,C00080_C11386,C11386,C00080,R08085,2
32831,C00006_C11384,C00006,C11384,R08085,2
32832,C00005_C00006,C00006,C00005,R08085,1
32833,C00006_C00080,C00006,C00080,R08085,2
32834,C01499_C16461,C01499,C16461,R08086,1
32835,C00004_C01499,C01499,C00004,R08086,2
32836,C00080_C01499,C01499,C00080,R08086,2
32837,C00003_C16461,C00003,C16461,R08086,2
32838,C00003_C00004,C00003,C00004,R08086,1
32839,C00003_C00080,C00003,C00080,R08086,2
32840,C00001_C16461,C00001,C16461,R08086,0
32841,C00001_C00004,C00001,C00004,R08086,2
32842,C00001_C00080,C00001,C00080,R08086,2
32843,C09848_C16462,C09848,C16462,R08087,1
32844,C00004_C09848,C09848,C00004,R08087,2
32845,C00080_C09848,C09848,C00080,R08087,2
32846,C00003_C16462,C00003,C16462,R08087,2
32847,C00003_C00004,C00003,C00004,R08087,1
32848,C00003_C00080,C00003,C00080,R08087,2
32849,C00001_C16462,C00001,C16462,R08087,0
32850,C00001_C00004,C00001,C00004,R08087,2
32851,C00001_C00080,C00001,C00080,R08087,2
32852,C16462_C16464,C16462,C16464,R08088,1
32853,C00020_C16462,C16462,C00020,R08088,2
32854,C00013_C16462,C16462,C00013,R08088,0
32855,C00010_C16464,C00010,C16464,R08088,1
32856,C00010_C00020,C00010,C00020,R08088,2
32857,C00010_C00013,C00010,C00013,R08088,2
32858,C00002_C16464,C00002,C16464,R08088,2
32859,C00002_C00020,C00002,C00020,R08088,1
32860,C00002_C00013,C00002,C00013,R08088,0
32861,C01920_C16464,C16464,C01920,R08089,1
32862,C00030_C16464,C16464,C00030,R08089,2
32863,C00028_C01920,C00028,C01920,R08089,2
32864,C00028_C00030,C00028,C00030,R08089,2
32865,C04675_C16466,C04675,C16466,R08090,1
32866,C00033_C04675,C04675,C00033,R08090,1
32867,C16466_C16470,C16466,C16470,R08091,1
32868,C00024_C16466,C16466,C00024,R08091,1
32869,C00010_C16470,C00010,C16470,R08091,1
32870,C00010_C00024,C00010,C00024,R08091,1
32871,C16468_C16470,C16470,C16468,R08092,1
32872,C01352_C16470,C16470,C01352,R08092,2
32873,C00016_C16468,C00016,C16468,R08092,2
32874,C00016_C01352,C00016,C01352,R08092,1
32875,C16468_C16469,C16468,C16469,R08093,1
32876,C00001_C16469,C00001,C16469,R08093,0
32877,C16469_C16471,C16469,C16471,R08094,1
32878,C00004_C16469,C16469,C00004,R08094,2
32879,C00080_C16469,C16469,C00080,R08094,2
32880,C00003_C16471,C00003,C16471,R08094,2
32881,C00003_C00004,C00003,C00004,R08094,1
32882,C00003_C00080,C00003,C00080,R08094,2
32883,C03069_C16471,C16471,C03069,R08095,1
32884,C00024_C16471,C16471,C00024,R08095,1
32885,C00010_C03069,C00010,C03069,R08095,1
32886,C00010_C00024,C00010,C00024,R08095,1
32887,C11384_C16462,C11384,C16462,R08096,2
32888,C00004_C11384,C11384,C00004,R08096,2
32889,C00080_C11384,C11384,C00080,R08096,2
32890,C00003_C16462,C00003,C16462,R08096,2
32891,C00003_C00004,C00003,C00004,R08096,1
32892,C00003_C00080,C00003,C00080,R08096,2
32893,C00001_C16462,C00001,C16462,R08096,0
32894,C00001_C00004,C00001,C00004,R08096,2
32895,C00001_C00080,C00001,C00080,R08096,2
32896,C16461_C16465,C16461,C16465,R08097,2
32897,C00001_C16461,C16461,C00001,R08097,0
32898,C00010_C16465,C00010,C16465,R08097,2
32899,C00001_C00010,C00010,C00001,R08097,2
32900,C01920_C16465,C16465,C01920,R08098,2
32901,C01499_C09847,C09847,C01499,R08099,2
32902,C02359_C16482,C02359,C16482,R08100,1
32903,C00003_C02359,C02359,C00003,R08100,2
32904,C00004_C16482,C00004,C16482,R08100,2
32905,C00003_C00004,C00004,C00003,R08100,1
32906,C00080_C16482,C00080,C16482,R08100,2
32907,C00003_C00080,C00080,C00003,R08100,2
32908,C00007_C16482,C00007,C16482,R08100,0
32909,C00003_C00007,C00007,C00003,R08100,2
32910,C02359_C16481,C02359,C16481,R08101,2
32911,C00003_C02359,C02359,C00003,R08101,2
32912,C00004_C16481,C00004,C16481,R08101,2
32913,C00003_C00004,C00004,C00003,R08101,1
32914,C00080_C16481,C00080,C16481,R08101,2
32915,C00003_C00080,C00080,C00003,R08101,2
32916,C00007_C16481,C00007,C16481,R08101,2
32917,C00003_C00007,C00007,C00003,R08101,2
32918,C08580_C16486,C08580,C16486,R08102,2
32919,C11272_C16483,C11272,C16483,R08103,1
32920,C00003_C11272,C11272,C00003,R08103,2
32921,C00004_C16483,C00004,C16483,R08103,2
32922,C00003_C00004,C00004,C00003,R08103,1
32923,C00007_C16483,C00007,C16483,R08103,0
32924,C00003_C00007,C00007,C00003,R08103,2
32925,C00080_C16483,C00080,C16483,R08103,2
32926,C00003_C00080,C00080,C00003,R08103,2
32927,C11272_C16484,C11272,C16484,R08104,1
32928,C00003_C11272,C11272,C00003,R08104,2
32929,C00004_C16484,C00004,C16484,R08104,2
32930,C00003_C00004,C00004,C00003,R08104,1
32931,C00080_C16484,C00080,C16484,R08104,2
32932,C00003_C00080,C00080,C00003,R08104,2
32933,C00007_C16484,C00007,C16484,R08104,0
32934,C00003_C00007,C00007,C00003,R08104,2
32935,C16473_C16483,C16483,C16473,R08105,1
32936,C00004_C16483,C16483,C00004,R08105,2
32937,C00080_C16483,C16483,C00080,R08105,2
32938,C00003_C16473,C00003,C16473,R08105,2
32939,C00003_C00004,C00003,C00004,R08105,1
32940,C00003_C00080,C00003,C00080,R08105,2
32941,C00090_C16484,C16484,C00090,R08106,2
32942,C16484_C16487,C16484,C16487,R08106,2
32943,C02364_C16478,C02364,C16478,R08108,2
32944,C00003_C02364,C02364,C00003,R08108,2
32945,C00004_C16478,C00004,C16478,R08108,2
32946,C00003_C00004,C00004,C00003,R08108,1
32947,C00007_C16478,C00007,C16478,R08108,2
32948,C00003_C00007,C00007,C00003,R08108,2
32949,C00080_C16478,C00080,C16478,R08108,2
32950,C00003_C00080,C00080,C00003,R08108,2
32951,C02364_C16479,C02364,C16479,R08109,1
32952,C00003_C02364,C02364,C00003,R08109,2
32953,C00004_C16479,C00004,C16479,R08109,2
32954,C00003_C00004,C00004,C00003,R08109,1
32955,C00080_C16479,C00080,C16479,R08109,2
32956,C00003_C00080,C00080,C00003,R08109,2
32957,C00007_C16479,C00007,C16479,R08109,0
32958,C00003_C00007,C00007,C00003,R08109,2
32959,C02371_C16480,C02371,C16480,R08110,2
32960,C00003_C02371,C02371,C00003,R08110,2
32961,C00004_C16480,C00004,C16480,R08110,2
32962,C00003_C00004,C00004,C00003,R08110,1
32963,C00080_C16480,C00080,C16480,R08110,2
32964,C00003_C00080,C00080,C00003,R08110,2
32965,C00007_C16480,C00007,C16480,R08110,2
32966,C00003_C00007,C00007,C00003,R08110,2
32967,C16472_C16478,C16478,C16472,R08111,2
32968,C00004_C16478,C16478,C00004,R08111,2
32969,C00011_C16478,C16478,C00011,R08111,2
32970,C00080_C16478,C16478,C00080,R08111,2
32971,C00003_C16472,C00003,C16472,R08111,2
32972,C00003_C00004,C00003,C00004,R08111,1
32973,C00003_C00011,C00003,C00011,R08111,2
32974,C00003_C00080,C00003,C00080,R08111,2
32975,C16473_C16479,C16479,C16473,R08112,1
32976,C00004_C16479,C16479,C00004,R08112,2
32977,C00011_C16479,C16479,C00011,R08112,0
32978,C00080_C16479,C16479,C00080,R08112,2
32979,C00003_C16473,C00003,C16473,R08112,2
32980,C00003_C00004,C00003,C00004,R08112,1
32981,C00003_C00011,C00003,C00011,R08112,2
32982,C00003_C00080,C00003,C00080,R08112,2
32983,C16473_C16480,C16480,C16473,R08113,2
32984,C00004_C16480,C16480,C00004,R08113,2
32985,C00011_C16480,C16480,C00011,R08113,2
32986,C00080_C16480,C16480,C00080,R08113,2
32987,C00003_C16473,C00003,C16473,R08113,2
32988,C00003_C00004,C00003,C00004,R08113,1
32989,C00003_C00011,C00003,C00011,R08113,2
32990,C00003_C00080,C00003,C00080,R08113,2
32991,C16472_C16475,C16472,C16475,R08114,1
32992,C00007_C16475,C00007,C16475,R08114,0
32993,C16473_C16474,C16473,C16474,R08115,1
32994,C00007_C16474,C00007,C16474,R08115,0
32995,C16474_C16476,C16474,C16476,R08116,1
32996,C02371_C02802,C02371,C02802,R08117,1
32997,C00020_C02371,C02371,C00020,R08117,2
32998,C00013_C02371,C02371,C00013,R08117,0
32999,C00010_C02802,C00010,C02802,R08117,1
33000,C00010_C00020,C00010,C00020,R08117,2
33001,C00010_C00013,C00010,C00013,R08117,2
33002,C00002_C02802,C00002,C02802,R08117,2
33003,C00002_C00020,C00002,C00020,R08117,1
33004,C00002_C00013,C00002,C00013,R08117,0
33005,C02802_C02949,C02802,C02949,R08118,1
33006,C02802_C16487,C02802,C16487,R08118,0
33007,C00001_C02949,C00001,C02949,R08118,0
33008,C00001_C16487,C00001,C16487,R08118,2
33009,C16475_C16477,C16475,C16477,R08119,2
33010,C02222_C16477,C16477,C02222,R08120,2
33011,C16477_C16487,C16477,C16487,R08120,2
33012,C00001_C02222,C00001,C02222,R08120,2
33013,C00001_C16487,C00001,C16487,R08120,2
33014,C02222_C16476,C16476,C02222,R08121,2
33015,C16476_C16487,C16476,C16487,R08121,2
33016,C00001_C02222,C00001,C02222,R08121,2
33017,C00001_C16487,C00001,C16487,R08121,2
33018,C00090_C16482,C16482,C00090,R08122,2
33019,C16472_C16481,C16481,C16472,R08123,2
33020,C16488_C16489,C16488,C16489,R08124,1
33021,C00008_C16488,C16488,C00008,R08124,2
33022,C00002_C16489,C00002,C16489,R08124,0
33023,C00002_C00008,C00002,C00008,R08124,1
33024,C00047_C16489,C16489,C00047,R08125,2
33025,C00092_C16489,C16489,C00092,R08125,2
33026,C00001_C00047,C00001,C00047,R08125,0
33027,C00001_C00092,C00001,C00092,R08125,0
33028,C01714_C16491,C01714,C16491,R08126,2
33029,C04900_C12632,C04900,C12632,R08127,1
33030,C00191_C04900,C04900,C00191,R08127,2
33031,C00001_C12632,C00001,C12632,R08127,0
33032,C00001_C00191,C00001,C00191,R08127,2
33033,C12626_C16490,C12626,C16490,R08128,2
33034,C00015_C12626,C12626,C00015,R08128,2
33035,C00029_C16490,C00029,C16490,R08128,0
33036,C00015_C00029,C00029,C00015,R08128,1
33037,C00509_C16492,C00509,C16492,R08129,1
33038,C01460_C16492,C16492,C01460,R08130,1
33039,C01164_C16509,C01164,C16509,R08132,2
33040,C16493_C16494,C16493,C16494,R08133,1
33041,C16494_C16495,C16494,C16495,R08134,1
33042,C00477_C16495,C16495,C00477,R08135,1
33043,C16498_C16509,C16509,C16498,R08136,1
33044,C16493_C16509,C16509,C16493,R08137,1
33045,C16497_C16498,C16498,C16497,R08138,1
33046,C02513_C16497,C16497,C02513,R08139,1
33047,C02513_C16496,C02513,C16496,R08140,2
33048,C00003_C02513,C02513,C00003,R08140,2
33049,C00004_C16496,C00004,C16496,R08140,2
33050,C00003_C00004,C00004,C00003,R08140,1
33051,C00080_C16496,C00080,C16496,R08140,2
33052,C00003_C00080,C00080,C00003,R08140,2
33053,C00477_C02513,C02513,C00477,R08141,1
33054,C00003_C02513,C02513,C00003,R08141,2
