,Pairs,source,target,Reaction,RPAIR_main
45839,C00004_C20943,C20943,C00004,R10918,2
45840,C00080_C20943,C20943,C00080,R10918,2
45841,C00003_C20944,C00003,C20944,R10918,2
45842,C00003_C00004,C00003,C00004,R10918,1
45843,C00003_C00080,C00003,C00080,R10918,2
45844,C20943_C20944,C20943,C20944,R10919,1
45845,C00005_C20943,C20943,C00005,R10919,2
45846,C00080_C20943,C20943,C00080,R10919,2
45847,C00006_C20944,C00006,C20944,R10919,2
45848,C00005_C00006,C00006,C00005,R10919,1
45849,C00006_C00080,C00006,C00080,R10919,2
45850,C00366_C00385,C00385,C00366,R10920,1
45851,C00042_C00385,C00385,C00042,R10920,2
45852,C00011_C00385,C00385,C00011,R10920,2
45853,C00026_C00366,C00026,C00366,R10920,2
45854,C00026_C00042,C00026,C00042,R10920,0
45855,C00011_C00026,C00026,C00011,R10920,0
45856,C00007_C00366,C00007,C00366,R10920,0
45857,C00007_C00042,C00007,C00042,R10920,0
45858,C00007_C00011,C00007,C00011,R10920,0
45859,C08616_C20945,C08616,C20945,R10921,1
45860,C03161_C08616,C08616,C03161,R10921,2
45861,C00001_C08616,C08616,C00001,R10921,2
45862,C00007_C20945,C00007,C20945,R10921,0
45863,C00007_C03161,C00007,C03161,R10921,2
45864,C00001_C00007,C00007,C00001,R10921,0
45865,C03024_C20945,C03024,C20945,R10921,2
45866,C03024_C03161,C03024,C03161,R10921,2
45867,C00001_C03024,C03024,C00001,R10921,2
45868,C20945_C20946,C20945,C20946,R10922,2
45869,C03161_C20945,C20945,C03161,R10922,2
45870,C00001_C20945,C20945,C00001,R10922,2
45871,C00007_C20946,C00007,C20946,R10922,2
45872,C00007_C03161,C00007,C03161,R10922,2
45873,C00001_C00007,C00007,C00001,R10922,0
45874,C03024_C20946,C03024,C20946,R10922,2
45875,C03024_C03161,C03024,C03161,R10922,2
45876,C00001_C03024,C03024,C00001,R10922,2
45877,C17148_C20946,C20946,C17148,R10923,1
45878,C03161_C20946,C20946,C03161,R10923,2
45879,C00001_C20946,C20946,C00001,R10923,2
45880,C00007_C17148,C00007,C17148,R10923,0
45881,C00007_C03161,C00007,C03161,R10923,2
45882,C00001_C00007,C00007,C00001,R10923,0
45883,C03024_C17148,C03024,C17148,R10923,2
45884,C03024_C03161,C03024,C03161,R10923,2
45885,C00001_C03024,C03024,C00001,R10923,2
45886,C08616_C17148,C08616,C17148,R10924,2
45887,C03161_C08616,C08616,C03161,R10924,2
45888,C00001_C08616,C08616,C00001,R10924,2
45889,C00007_C17148,C00007,C17148,R10924,0
45890,C00007_C03161,C00007,C03161,R10924,2
45891,C00001_C00007,C00007,C00001,R10924,0
45892,C03024_C17148,C03024,C17148,R10924,2
45893,C03024_C03161,C03024,C03161,R10924,2
45894,C00001_C03024,C03024,C00001,R10924,2
45895,C16502_C16504,C16502,C16504,R10925,1
45896,C03161_C16502,C16502,C03161,R10925,2
45897,C00001_C16502,C16502,C00001,R10925,0
45898,C03024_C16504,C03024,C16504,R10925,2
45899,C03024_C03161,C03024,C03161,R10925,2
45900,C00001_C03024,C03024,C00001,R10925,2
45901,C00007_C16504,C00007,C16504,R10925,0
45902,C00007_C03161,C00007,C03161,R10925,2
45903,C00001_C00007,C00007,C00001,R10925,0
45904,C02041_C20947,C02041,C20947,R10926,1
45905,C00996_C02041,C02041,C00996,R10926,2
45906,C00001_C02041,C02041,C00001,R10926,2
45907,C00999_C20947,C00999,C20947,R10926,2
45908,C00996_C00999,C00999,C00996,R10926,2
45909,C00001_C00999,C00999,C00001,R10926,2
45910,C00007_C20947,C00007,C20947,R10926,2
45911,C00007_C00996,C00007,C00996,R10926,2
45912,C00001_C00007,C00007,C00001,R10926,0
45913,C00080_C20947,C00080,C20947,R10926,2
45914,C00080_C00996,C00080,C00996,R10926,2
45915,C00001_C00080,C00080,C00001,R10926,2
45916,C06697_C11215,C11215,C06697,R10927,2
45917,C00343_C11215,C11215,C00343,R10927,2
45918,C00001_C11215,C11215,C00001,R10927,2
45919,C00342_C06697,C00342,C06697,R10927,2
45920,C00342_C00343,C00342,C00343,R10927,1
45921,C00001_C00342,C00342,C00001,R10927,2
45922,C11556_C11557,C11556,C11557,R10928,2
45923,C00009_C11556,C11556,C00009,R10928,2
45924,C00001_C11557,C00001,C11557,R10928,2
45925,C00001_C00009,C00001,C00009,R10928,0
45926,C00025_C20948,C00025,C20948,R10929,1
45927,C00008_C00025,C00025,C00008,R10929,0
45928,C00009_C00025,C00025,C00009,R10929,2
45929,C19885_C20948,C19885,C20948,R10929,1
45930,C00008_C19885,C19885,C00008,R10929,0
45931,C00009_C19885,C19885,C00009,R10929,2
45932,C00002_C20948,C00002,C20948,R10929,2
45933,C00002_C00008,C00002,C00008,R10929,1
45934,C00002_C00009,C00002,C00009,R10929,0
45935,C20948_C20949,C20948,C20949,R10930,1
45936,C00008_C20948,C20948,C00008,R10930,2
45937,C00002_C20949,C00002,C20949,R10930,0
45938,C00002_C00008,C00002,C00008,R10930,1
45939,C20949_C20950,C20949,C20950,R10931,1
45940,C00006_C20949,C20949,C00006,R10931,2
45941,C00009_C20949,C20949,C00009,R10931,0
45942,C00005_C20950,C00005,C20950,R10931,2
45943,C00005_C00006,C00005,C00006,R10931,1
45944,C00005_C00009,C00005,C00009,R10931,2
45945,C00080_C20950,C00080,C20950,R10931,2
45946,C00006_C00080,C00080,C00006,R10931,2
45947,C00009_C00080,C00080,C00009,R10931,2
45948,C20950_C20951,C20950,C20951,R10932,1
45949,C00026_C20950,C20950,C00026,R10932,0
45950,C00025_C20951,C00025,C20951,R10932,0
45951,C00025_C00026,C00025,C00026,R10932,1
45952,C00077_C20951,C20951,C00077,R10933,1
45953,C19885_C20951,C20951,C19885,R10933,1
45954,C00001_C00077,C00001,C00077,R10933,2
45955,C00001_C19885,C00001,C19885,R10933,0
45956,C00254_C20953,C00254,C20953,R10934,2
45957,C00011_C00254,C00254,C00011,R10934,0
45958,C00118_C20954,C20954,C00118,R10935,2
45959,C00009_C00118,C00009,C00118,R10935,2
45960,C00001_C00118,C00001,C00118,R10935,0
45961,C00084_C20955,C20955,C00084,R10936,2
45962,C00409_C20955,C20955,C00409,R10936,2
45963,C00010_C20955,C20955,C00010,R10936,2
45964,C00011_C20955,C20955,C00011,R10936,2
45965,C00001_C00084,C00001,C00084,R10936,2
45966,C00001_C00409,C00001,C00409,R10936,2
45967,C00001_C00010,C00001,C00010,R10936,2
45968,C00001_C00011,C00001,C00011,R10936,0
45969,C17691_C20956,C20956,C17691,R10937,2
45970,C00009_C20956,C20956,C00009,R10937,2
45971,C20957_C20958,C20957,C20958,R10938,2
45972,C20959_C20960,C20959,C20960,R10939,1
45973,C00002_C00020,C00002,C00020,R10940,1
45974,C00002_C00013,C00002,C00013,R10940,0
45975,C00002_C20961,C00002,C20961,R10940,2
45976,C00020_C00122,C00122,C00020,R10940,0
45977,C00013_C00122,C00122,C00013,R10940,2
45978,C00122_C20961,C00122,C20961,R10940,1
45979,C00020_C03401,C03401,C00020,R10940,2
45980,C00013_C03401,C03401,C00013,R10940,2
45981,C03401_C20961,C03401,C20961,R10940,1
45982,C00002_C00008,C00002,C00008,R10941,1
45983,C00002_C00009,C00002,C00009,R10941,0
45984,C00002_C20965,C00002,C20965,R10941,2
45985,C00008_C20967,C20967,C00008,R10941,0
45986,C00009_C20967,C20967,C00009,R10941,2
45987,C20965_C20967,C20967,C20965,R10941,0
45988,C00008_C00183,C00183,C00008,R10941,2
45989,C00009_C00183,C00183,C00009,R10941,2
45990,C00183_C20965,C00183,C20965,R10941,0
45991,C00002_C00008,C00002,C00008,R10942,1
45992,C00002_C00009,C00002,C00009,R10942,0
45993,C00002_C20962,C00002,C20962,R10942,2
45994,C00008_C20966,C20966,C00008,R10942,0
45995,C00009_C20966,C20966,C00009,R10942,2
45996,C20962_C20966,C20966,C20962,R10942,0
45997,C00008_C00183,C00183,C00008,R10942,2
45998,C00009_C00183,C00183,C00009,R10942,2
45999,C00183_C20962,C00183,C20962,R10942,0
46000,C00002_C00008,C00002,C00008,R10943,1
46001,C00002_C00009,C00002,C00009,R10943,0
46002,C00002_C20963,C00002,C20963,R10943,2
46003,C00008_C20966,C20966,C00008,R10943,0
46004,C00009_C20966,C20966,C00009,R10943,2
46005,C20963_C20966,C20966,C20963,R10943,0
46006,C00008_C00407,C00407,C00008,R10943,2
46007,C00009_C00407,C00407,C00009,R10943,2
46008,C00407_C20963,C00407,C20963,R10943,0
46009,C00002_C00008,C00002,C00008,R10944,1
46010,C00002_C00009,C00002,C00009,R10944,0
46011,C00002_C20964,C00002,C20964,R10944,2
46012,C00008_C20966,C20966,C00008,R10944,0
46013,C00009_C20966,C20966,C00009,R10944,2
46014,C20964_C20966,C20966,C20964,R10944,0
46015,C00008_C00123,C00123,C00008,R10944,2
46016,C00009_C00123,C00123,C00009,R10944,2
46017,C00123_C20964,C00123,C20964,R10944,0
46018,C20955_C20968,C20955,C20968,R10945,1
46019,C00001_C20968,C00001,C20968,R10945,0
46020,C05989_C20968,C20968,C05989,R10946,2
46021,C00409_C20968,C20968,C00409,R10946,2
46022,C00222_C05989,C05989,C00222,R10947,1
46023,C00010_C05989,C05989,C00010,R10947,1
46024,C00001_C00222,C00001,C00222,R10947,0
46025,C00001_C00010,C00001,C00010,R10947,2
46026,C00002_C00008,C00002,C00008,R10948,1
46027,C00002_C20969,C00002,C20969,R10948,0
46028,C00008_C00288,C00288,C00008,R10948,0
46029,C00288_C20969,C00288,C20969,R10948,1
46030,C00008_C00080,C00080,C00008,R10948,2
46031,C00080_C20969,C00080,C20969,R10948,2
46032,C00014_C01563,C00014,C01563,R10949,0
46033,C00009_C00014,C00014,C00009,R10949,2
46034,C01563_C20969,C20969,C01563,R10949,0
46035,C00009_C20969,C20969,C00009,R10949,0
46036,C01243_C04062,C01243,C04062,R10950,1
46037,C00009_C01243,C01243,C00009,R10950,0
46038,C00001_C04062,C00001,C04062,R10950,2
46039,C00001_C00009,C00001,C00009,R10950,0
46040,C00002_C00008,C00002,C00008,R10951,1
46041,C00002_C11557,C00002,C11557,R10951,2
46042,C00008_C01194,C01194,C00008,R10951,2
46043,C01194_C11557,C01194,C11557,R10951,2
46044,C01220_C01277,C01277,C01220,R10952,2
46045,C00641_C01277,C01277,C00641,R10952,2
46046,C00001_C01220,C00001,C01220,R10952,2
46047,C00001_C00641,C00001,C00641,R10952,2
46048,C00002_C00008,C00002,C00008,R10953,1
46049,C00002_C01284,C00002,C01284,R10953,0
46050,C00008_C01272,C01272,C00008,R10953,2
46051,C01272_C01284,C01272,C01284,R10953,1
46052,C12378_C12379,C12378,C12379,R10954,2
46053,C00006_C12378,C12378,C00006,R10954,2
46054,C00001_C12378,C12378,C00001,R10954,2
46055,C00007_C12379,C00007,C12379,R10954,2
46056,C00006_C00007,C00007,C00006,R10954,2
46057,C00001_C00007,C00007,C00001,R10954,0
46058,C00001_C12379,C00001,C12379,R10954,2
46059,C00001_C00006,C00001,C00006,R10954,2
46060,C00001_C00001,C00001,C00001,R10954,2
46061,C00005_C12379,C00005,C12379,R10954,2
46062,C00005_C00006,C00005,C00006,R10954,1
46063,C00001_C00005,C00005,C00001,R10954,2
46064,C00080_C12379,C00080,C12379,R10954,2
46065,C00006_C00080,C00080,C00006,R10954,2
46066,C00001_C00080,C00080,C00001,R10954,2
46067,C00363_C03319,C03319,C00363,R10955,2
46068,C03319_C20974,C03319,C20974,R10955,2
46069,C00363_C12379,C12379,C00363,R10955,2
46070,C12379_C20974,C12379,C20974,R10955,1
46071,C00019_C00021,C00019,C00021,R10956,1
46072,C00019_C20975,C00019,C20975,R10956,0
46073,C00021_C20974,C20974,C00021,R10956,2
46074,C20974_C20975,C20974,C20975,R10956,1
46075,C00019_C00021,C00019,C00021,R10957,1
46076,C00019_C20976,C00019,C20976,R10957,0
46077,C00021_C20975,C20975,C00021,R10957,2
46078,C20975_C20976,C20975,C20976,R10957,1
46079,C00019_C00021,C00019,C00021,R10958,1
46080,C00019_C20977,C00019,C20977,R10958,0
46081,C00021_C20976,C20976,C00021,R10958,2
46082,C20976_C20977,C20976,C20977,R10958,1
46083,C00019_C00021,C00019,C00021,R10959,1
46084,C00019_C12381,C00019,C12381,R10959,0
46085,C00021_C20977,C20977,C00021,R10959,2
46086,C12381_C20977,C20977,C12381,R10959,1
46087,C00083_C12366,C00083,C12366,R10960,2
46088,C00010_C00083,C00083,C00010,R10960,1
46089,C00011_C00083,C00083,C00011,R10960,0
46090,C00001_C00083,C00083,C00001,R10960,0
46091,C00512_C06322,C00512,C06322,R10961,1
46092,C00028_C00512,C00512,C00028,R10961,2
46093,C00030_C06322,C00030,C06322,R10961,2
46094,C00028_C00030,C00030,C00028,R10961,2
46095,C00019_C00021,C00019,C00021,R10962,1
46096,C00019_C20980,C00019,C20980,R10962,0
46097,C00021_C20805,C20805,C00021,R10962,2
46098,C20805_C20980,C20805,C20980,R10962,1
46099,C00019_C00021,C00019,C00021,R10963,1
46100,C00019_C20841,C00019,C20841,R10963,0
46101,C00021_C20857,C20857,C00021,R10963,2
46102,C20841_C20857,C20857,C20841,R10963,1
46103,C00019_C00021,C00019,C00021,R10964,1
46104,C00019_C20800,C00019,C20800,R10964,0
46105,C00021_C00082,C00082,C00021,R10964,2
46106,C00082_C20800,C00082,C20800,R10964,1
46107,C00083_C04033,C00083,C04033,R10965,2
46108,C00010_C00083,C00083,C00010,R10965,1
46109,C00011_C00083,C00083,C00011,R10965,0
46110,C00001_C00083,C00083,C00001,R10965,0
46111,C00013_C00235,C00235,C00013,R10966,0
46112,C00235_C20982,C00235,C20982,R10966,0
46113,C00013_C20981,C20981,C00013,R10966,2
46114,C20981_C20982,C20981,C20982,R10966,1
46115,C00083_C02183,C00083,C02183,R10967,2
46116,C00010_C00083,C00083,C00010,R10967,1
46117,C00011_C00083,C00083,C00011,R10967,0
46118,C00013_C00235,C00235,C00013,R10968,0
46119,C00235_C20983,C00235,C20983,R10968,0
46120,C00013_C00082,C00082,C00013,R10968,0
46121,C00082_C20983,C00082,C20983,R10968,1
46122,C00341_C20984,C00341,C20984,R10969,2
46123,C00013_C00341,C00341,C00013,R10969,0
46124,C18012_C20984,C18012,C20984,R10969,2
46125,C00013_C18012,C18012,C00013,R10969,2
46126,C00002_C00008,C00002,C00008,R10970,1
46127,C00002_C20831,C00002,C20831,R10970,0
46128,C00008_C20830,C20830,C00008,R10970,2
46129,C20830_C20831,C20830,C20831,R10970,1
46130,C00053_C00054,C00053,C00054,R10971,1
46131,C00053_C20985,C00053,C20985,R10971,0
46132,C00054_C01083,C01083,C00054,R10971,2
46133,C01083_C20985,C01083,C20985,R10971,1
46134,C20440_C20986,C20440,C20986,R10972,1
46135,C00001_C20986,C00001,C20986,R10972,0
46136,C00117_C20986,C20986,C00117,R10973,1
46137,C00009_C20986,C20986,C00009,R10973,0
46138,C00001_C00117,C00001,C00117,R10973,0
46139,C00001_C00009,C00001,C00009,R10973,0
46140,C00100_C20987,C20987,C00100,R10974,2
46141,C00094_C20987,C20987,C00094,R10974,2
46142,C00001_C00100,C00001,C00100,R10974,2
46143,C00001_C00094,C00001,C00094,R10974,0
46144,C20988_C20990,C20990,C20988,R10978,2
46145,C00001_C20988,C00001,C20988,R10978,2
46146,C01255_C20988,C20988,C01255,R10979,2
46147,C02240_C02804,C02240,C02804,R10980,1
46148,C00001_C02804,C00001,C02804,R10980,0
46149,C02804_C03273,C02804,C03273,R10981,1
46150,C00004_C02804,C02804,C00004,R10981,2
46151,C00080_C02804,C02804,C00080,R10981,2
46152,C00003_C03273,C00003,C03273,R10981,2
46153,C00003_C00004,C00003,C00004,R10981,1
46154,C00003_C00080,C00003,C00080,R10981,2
46155,C00489_C03273,C03273,C00489,R10982,1
46156,C00005_C03273,C03273,C00005,R10982,2
46157,C00080_C03273,C03273,C00080,R10982,2
46158,C00006_C00489,C00006,C00489,R10982,2
46159,C00005_C00006,C00006,C00005,R10982,1
46160,C00006_C00080,C00006,C00080,R10982,2
46161,C00001_C00489,C00001,C00489,R10982,0
46162,C00001_C00005,C00001,C00005,R10982,2
46163,C00001_C00080,C00001,C00080,R10982,2
46164,C19613_C20992,C19613,C20992,R10983,1
46165,C00132_C19613,C19613,C00132,R10983,1
46166,C00001_C20992,C00001,C20992,R10983,0
46167,C00001_C00132,C00001,C00132,R10983,0
46168,C00065_C06735,C00065,C06735,R10984,2
46169,C00011_C00065,C00065,C00011,R10984,0
46170,C00005_C00065,C00065,C00005,R10984,2
46171,C00065_C00080,C00065,C00080,R10984,2
46172,C00006_C06735,C00006,C06735,R10984,2
46173,C00006_C00011,C00006,C00011,R10984,2
46174,C00005_C00006,C00006,C00005,R10984,1
46175,C00006_C00080,C00006,C00080,R10984,2
46176,C00065_C11822,C00065,C11822,R10985,1
46177,C00004_C00065,C00065,C00004,R10985,2
46178,C00065_C00080,C00065,C00080,R10985,2
46179,C00003_C11822,C00003,C11822,R10985,2
46180,C00003_C00004,C00003,C00004,R10985,1
46181,C00003_C00080,C00003,C00080,R10985,2
46182,C00065_C06735,C00065,C06735,R10986,2
46183,C00011_C00065,C00065,C00011,R10986,0
46184,C00004_C00065,C00065,C00004,R10986,2
46185,C00065_C00080,C00065,C00080,R10986,2
46186,C00003_C06735,C00003,C06735,R10986,2
46187,C00003_C00011,C00003,C00011,R10986,2
46188,C00003_C00004,C00003,C00004,R10986,1
46189,C00003_C00080,C00003,C00080,R10986,2
46190,C00103_C02591,C02591,C00103,R10987,2
46191,C02591_C05345,C02591,C05345,R10987,2
46192,C00009_C00103,C00009,C00103,R10987,2
46193,C00009_C05345,C00009,C05345,R10987,2
46194,C00015_C00029,C00029,C00015,R10988,1
46195,C00029_C19869,C00029,C19869,R10988,0
46196,C00015_C19867,C19867,C00015,R10988,2
46197,C19867_C19869,C19867,C19869,R10988,1
46198,C00015_C00029,C00029,C00015,R10989,1
46199,C00029_C17513,C00029,C17513,R10989,0
46200,C00015_C19868,C19868,C00015,R10989,2
46201,C17513_C19868,C19868,C17513,R10989,1
46202,C00015_C00029,C00029,C00015,R10990,1
46203,C00029_C08589,C00029,C08589,R10990,0
46204,C00015_C17513,C17513,C00015,R10990,2
46205,C08589_C17513,C17513,C08589,R10990,1
46206,C00109_C02356,C02356,C00109,R10991,2
46207,C00025_C02356,C02356,C00025,R10991,2
46208,C00026_C00109,C00026,C00109,R10991,0
46209,C00025_C00026,C00026,C00025,R10991,1
46210,C00022_C00041,C00041,C00022,R10992,1
46211,C00041_C02356,C00041,C02356,R10992,2
46212,C00022_C00109,C00109,C00022,R10992,0
46213,C00109_C02356,C00109,C02356,R10992,2
46214,C00002_C00008,C00002,C00008,R10993,1
46215,C00002_C00009,C00002,C00009,R10993,0
46216,C00002_C21015,C00002,C21015,R10993,2
46217,C00008_C00025,C00025,C00008,R10993,0
46218,C00009_C00025,C00025,C00009,R10993,2
46219,C00025_C21015,C00025,C21015,R10993,1
46220,C00008_C02356,C02356,C00008,R10993,2
46221,C00009_C02356,C02356,C00009,R10993,2
46222,C02356_C21015,C02356,C21015,R10993,2
46223,C00002_C00008,C00002,C00008,R10994,1
46224,C00002_C00009,C00002,C00009,R10994,0
46225,C00002_C21016,C00002,C21016,R10994,2
46226,C00008_C21015,C21015,C00008,R10994,0
46227,C00009_C21015,C21015,C00009,R10994,2
46228,C21015_C21016,C21015,C21016,R10994,1
46229,C00008_C00037,C00037,C00008,R10994,0
46230,C00009_C00037,C00037,C00009,R10994,2
46231,C00037_C21016,C00037,C21016,R10994,1
46232,C00507_C02991,C00507,C02991,R10995,2
46233,C00004_C00507,C00507,C00004,R10995,2
46234,C00080_C00507,C00507,C00080,R10995,2
46235,C00003_C02991,C00003,C02991,R10995,2
46236,C00003_C00004,C00003,C00004,R10995,1
46237,C00003_C00080,C00003,C00080,R10995,2
46238,C00109_C21017,C00109,C21017,R10996,1
46239,C00011_C00109,C00109,C00011,R10996,0
46240,C00068_C21017,C00068,C21017,R10996,1
46241,C00011_C00068,C00068,C00011,R10996,2
46242,C21017_C21018,C21017,C21018,R10997,1
46243,C00068_C21017,C21017,C00068,R10997,1
46244,C15972_C21018,C15972,C21018,R10997,2
46245,C00068_C15972,C15972,C00068,R10997,2
46246,C00010_C00100,C00100,C00010,R10998,1
46247,C00100_C21018,C00100,C21018,R10998,1
46248,C00010_C15973,C15973,C00010,R10998,2
46249,C15973_C21018,C15973,C21018,R10998,2
46250,C00510_C21005,C00510,C21005,R10999,1
46251,C00510_C03161,C00510,C03161,R10999,2
46252,C00001_C00510,C00510,C00001,R10999,2
46253,C03024_C21005,C03024,C21005,R10999,2
46254,C03024_C03161,C03024,C03161,R10999,2
46255,C00001_C03024,C03024,C00001,R10999,2
46256,C00007_C21005,C00007,C21005,R10999,0
46257,C00007_C03161,C00007,C03161,R10999,2
46258,C00001_C00007,C00007,C00001,R10999,0
46259,C02050_C21006,C02050,C21006,R11000,1
46260,C02050_C03161,C02050,C03161,R11000,2
46261,C00001_C02050,C02050,C00001,R11000,2
46262,C03024_C21006,C03024,C21006,R11000,2
46263,C03024_C03161,C03024,C03161,R11000,2
46264,C00001_C03024,C03024,C00001,R11000,2
46265,C00007_C21006,C00007,C21006,R11000,0
46266,C00007_C03161,C00007,C03161,R11000,2
46267,C00001_C00007,C00007,C00001,R11000,0
46268,C12145_C21020,C12145,C21020,R11001,2
46269,C00996_C12145,C12145,C00996,R11001,2
46270,C00001_C12145,C12145,C00001,R11001,2
46271,C00999_C21020,C00999,C21020,R11001,2
46272,C00996_C00999,C00999,C00996,R11001,2
46273,C00001_C00999,C00999,C00001,R11001,2
46274,C00007_C21020,C00007,C21020,R11001,2
46275,C00007_C00996,C00007,C00996,R11001,2
46276,C00001_C00007,C00007,C00001,R11001,0
46277,C00080_C21020,C00080,C21020,R11001,2
46278,C00080_C00996,C00080,C00996,R11001,2
46279,C00001_C00080,C00080,C00001,R11001,2
46280,C01282_C21019,C01282,C21019,R11002,2
46281,C00996_C01282,C01282,C00996,R11002,2
46282,C00001_C01282,C01282,C00001,R11002,2
46283,C00999_C21019,C00999,C21019,R11002,2
46284,C00996_C00999,C00999,C00996,R11002,2
46285,C00001_C00999,C00999,C00001,R11002,2
46286,C00007_C21019,C00007,C21019,R11002,2
46287,C00007_C00996,C00007,C00996,R11002,2
46288,C00001_C00007,C00007,C00001,R11002,0
46289,C00080_C21019,C00080,C21019,R11002,2
46290,C00080_C00996,C00080,C00996,R11002,2
46291,C00001_C00080,C00080,C00001,R11002,2
46292,C12126_C21021,C12126,C21021,R11003,2
46293,C00996_C12126,C12126,C00996,R11003,2
46294,C00001_C12126,C12126,C00001,R11003,2
46295,C00999_C21021,C00999,C21021,R11003,2
46296,C00996_C00999,C00999,C00996,R11003,2
46297,C00001_C00999,C00999,C00001,R11003,2
46298,C00007_C21021,C00007,C21021,R11003,2
46299,C00007_C00996,C00007,C00996,R11003,2
46300,C00001_C00007,C00007,C00001,R11003,0
46301,C00080_C21021,C00080,C21021,R11003,2
46302,C00080_C00996,C00080,C00996,R11003,2
46303,C00001_C00080,C00080,C00001,R11003,2
46304,C20998_C20999,C20998,C20999,R11004,2
46305,C00028_C20998,C20998,C00028,R11004,2
46306,C00001_C20998,C20998,C00001,R11004,2
46307,C00030_C20999,C00030,C20999,R11004,2
46308,C00028_C00030,C00030,C00028,R11004,2
46309,C00001_C00030,C00030,C00001,R11004,2
46310,C00007_C20999,C00007,C20999,R11004,2
46311,C00007_C00028,C00007,C00028,R11004,2
46312,C00001_C00007,C00007,C00001,R11004,0
46313,C00195_C21022,C00195,C21022,R11005,1
46314,C00195_C00996,C00195,C00996,R11005,2
46315,C00001_C00195,C00195,C00001,R11005,0
46316,C00999_C21022,C00999,C21022,R11005,2
46317,C00996_C00999,C00999,C00996,R11005,2
46318,C00001_C00999,C00999,C00001,R11005,2
46319,C00007_C21022,C00007,C21022,R11005,2
46320,C00007_C00996,C00007,C00996,R11005,2
46321,C00001_C00007,C00007,C00001,R11005,0
46322,C00080_C21022,C00080,C21022,R11005,2
46323,C00080_C00996,C00080,C00996,R11005,2
46324,C00001_C00080,C00080,C00001,R11005,2
46325,C21022_C21023,C21022,C21023,R11006,1
46326,C00996_C21022,C21022,C00996,R11006,2
46327,C00001_C21022,C21022,C00001,R11006,2
46328,C00999_C21023,C00999,C21023,R11006,2
46329,C00996_C00999,C00999,C00996,R11006,2
46330,C00001_C00999,C00999,C00001,R11006,2
46331,C00007_C21023,C00007,C21023,R11006,2
46332,C00007_C00996,C00007,C00996,R11006,2
46333,C00001_C00007,C00007,C00001,R11006,0
46334,C00080_C21023,C00080,C21023,R11006,2
46335,C00080_C00996,C00080,C00996,R11006,2
46336,C00001_C00080,C00080,C00001,R11006,2
46337,C00187_C01164,C00187,C01164,R11007,1
46338,C00003_C00187,C00187,C00003,R11007,2
46339,C00001_C00187,C00187,C00001,R11007,0
46340,C00007_C01164,C00007,C01164,R11007,2
46341,C00003_C00007,C00007,C00003,R11007,2
46342,C00001_C00007,C00007,C00001,R11007,0
46343,C00004_C01164,C00004,C01164,R11007,2
46344,C00003_C00004,C00004,C00003,R11007,1
46345,C00001_C00004,C00004,C00001,R11007,2
46346,C00080_C01164,C00080,C01164,R11007,2
46347,C00003_C00080,C00080,C00003,R11007,2
46348,C00001_C00080,C00080,C00001,R11007,2
46349,C00187_C01164,C00187,C01164,R11008,1
46350,C00006_C00187,C00187,C00006,R11008,2
46351,C00001_C00187,C00187,C00001,R11008,0
46352,C00007_C01164,C00007,C01164,R11008,2
46353,C00006_C00007,C00007,C00006,R11008,2
46354,C00001_C00007,C00007,C00001,R11008,0
46355,C00005_C01164,C00005,C01164,R11008,2
46356,C00005_C00006,C00005,C00006,R11008,1
46357,C00001_C00005,C00005,C00001,R11008,2
46358,C00080_C01164,C00080,C01164,R11008,2
46359,C00006_C00080,C00080,C00006,R11008,2
46360,C00001_C00080,C00080,C00001,R11008,2
46361,C12145_C21024,C12145,C21024,R11009,1
46362,C00996_C12145,C12145,C00996,R11009,2
46363,C00001_C12145,C12145,C00001,R11009,2
46364,C00999_C21024,C00999,C21024,R11009,2
46365,C00996_C00999,C00999,C00996,R11009,2
46366,C00001_C00999,C00999,C00001,R11009,2
46367,C00007_C21024,C00007,C21024,R11009,2
46368,C00007_C00996,C00007,C00996,R11009,2
46369,C00001_C00007,C00007,C00001,R11009,0
46370,C00080_C21024,C00080,C21024,R11009,2
46371,C00080_C00996,C00080,C00996,R11009,2
46372,C00001_C00080,C00080,C00001,R11009,2
46373,C12145_C21025,C12145,C21025,R11010,2
46374,C00996_C12145,C12145,C00996,R11010,2
46375,C00001_C12145,C12145,C00001,R11010,2
46376,C00999_C21025,C00999,C21025,R11010,2
46377,C00996_C00999,C00999,C00996,R11010,2
46378,C00001_C00999,C00999,C00001,R11010,2
46379,C00007_C21025,C00007,C21025,R11010,2
46380,C00007_C00996,C00007,C00996,R11010,2
46381,C00001_C00007,C00007,C00001,R11010,0
46382,C00080_C21025,C00080,C21025,R11010,2
46383,C00080_C00996,C00080,C00996,R11010,2
46384,C00001_C00080,C00080,C00001,R11010,2
46385,C00154_C20996,C00154,C20996,R11011,1
46386,C00154_C00996,C00154,C00996,R11011,2
46387,C00001_C00154,C00154,C00001,R11011,2
46388,C00999_C20996,C00999,C20996,R11011,2
46389,C00996_C00999,C00999,C00996,R11011,2
46390,C00001_C00999,C00999,C00001,R11011,2
46391,C00007_C20996,C00007,C20996,R11011,2
46392,C00007_C00996,C00007,C00996,R11011,2
46393,C00001_C00007,C00007,C00001,R11011,0
46394,C00080_C20996,C00080,C20996,R11011,2
46395,C00080_C00996,C00080,C00996,R11011,2
46396,C00001_C00080,C00080,C00001,R11011,2
46397,C00154_C20997,C00154,C20997,R11012,2
